remove_reason,platform,source_id,source_url,Name,Date,Likes,Comment,Comment URL,abuse_type
textless(emoji/punct only),YouTube,17ryXC9XEyQ,https://www.youtube.com/watch?v=17ryXC9XEyQ,@ChoyonKumar-cs7zl,2026-06-11 06:04:41,0,😢😢😢😢😢😢,https://www.youtube.com/watch?v=17ryXC9XEyQ&lc=Ugzb29vkobRMojDnvHt4AaABAg,Neglect
textless(emoji/punct only),YouTube,87WXl5x0tqk,https://www.youtube.com/watch?v=87WXl5x0tqk,@ManeshInfinix,2024-06-12 06:59:36,0,😂😂😂😂😂😂,https://www.youtube.com/watch?v=87WXl5x0tqk&lc=UgzlYh6DbqGJTL0g5LZ4AaABAg,Abandonment
textless(emoji/punct only),YouTube,87WXl5x0tqk,https://www.youtube.com/watch?v=87WXl5x0tqk,@jahidmondol6057,2024-06-12 06:59:36,0,😂😂😂😂😂,https://www.youtube.com/watch?v=87WXl5x0tqk&lc=Ugwz-mN1erwqdJXFhC94AaABAg,Abandonment
textless(emoji/punct only),YouTube,87WXl5x0tqk,https://www.youtube.com/watch?v=87WXl5x0tqk,@hridoykhan5833,2024-06-12 06:59:36,0,😭😭😭,https://www.youtube.com/watch?v=87WXl5x0tqk&lc=UgztyhTLAiKhwzoRuJh4AaABAg,Abandonment
exact_duplicate,YouTube,87WXl5x0tqk,https://www.youtube.com/watch?v=87WXl5x0tqk,@Nasvia_Nafi,2024-06-12 06:59:36,0,আমি ওনার দাইত্ব নিব প্লিজ আমাকে সাহায্য করুন,https://www.youtube.com/watch?v=87WXl5x0tqk&lc=UgzBf9hZFpXlnbAQQcN4AaABAg,Abandonment
textless(emoji/punct only),YouTube,87WXl5x0tqk,https://www.youtube.com/watch?v=87WXl5x0tqk,@shamlalbiswas3919,2024-06-12 06:59:44,0,😢,https://www.youtube.com/watch?v=87WXl5x0tqk&lc=UgwkVJHHWbQYKR1PXCl4AaABAg,Abandonment
textless(emoji/punct only),YouTube,87WXl5x0tqk,https://www.youtube.com/watch?v=87WXl5x0tqk,@mdhossen9836,2024-06-12 06:59:44,0,😭😭😭😭,https://www.youtube.com/watch?v=87WXl5x0tqk&lc=UgwNF7rPFoS1Tf4qA3x4AaABAg,Abandonment
textless(emoji/punct only),YouTube,87WXl5x0tqk,https://www.youtube.com/watch?v=87WXl5x0tqk,@Sandy-tw8ru,2025-06-12 06:59:30,0,😢,https://www.youtube.com/watch?v=87WXl5x0tqk&lc=Ugz8FRIox-2OjkPg1JJ4AaABAg,Abandonment
textless(emoji/punct only),YouTube,87WXl5x0tqk,https://www.youtube.com/watch?v=87WXl5x0tqk,@MiftahulJannat-m9j,2025-06-12 06:59:30,0,😢😢😢,https://www.youtube.com/watch?v=87WXl5x0tqk&lc=UgzD3i1Rw2i6_t4mFHt4AaABAg,Abandonment
textless(emoji/punct only),YouTube,87WXl5x0tqk,https://www.youtube.com/watch?v=87WXl5x0tqk,@mdazizulislam7665,2025-12-12 06:59:23,0,🥲🥲🥲,https://www.youtube.com/watch?v=87WXl5x0tqk&lc=UgyCBqM-R3VUGsX0X394AaABAg,Abandonment
textless(emoji/punct only),YouTube,87WXl5x0tqk,https://www.youtube.com/watch?v=87WXl5x0tqk,@mostafakamal7532,2026-03-12 06:59:15,0,😢,https://www.youtube.com/watch?v=87WXl5x0tqk&lc=Ugz1G8lda0c4pixN2jd4AaABAg,Abandonment
